duree,union,age_actuel,milieu,instruction,region,religion,richesse
18.0,1,29,Urbain,Secondaire,Nord_Ouest,Musulman,Tres_riche
26.0,0,26,Urbain,Secondaire,Nord_Ouest,Musulman,Moyen
20.0,0,20,Urbain,Primaire,Nord_Ouest,Musulman,Moyen
22.0,1,29,Urbain,Primaire,Nord_Ouest,Protestant,Moyen
20.0,1,40,Urbain,Primaire,Nord_Ouest,Protestant,Moyen
27.0,1,40,Urbain,Aucun,Nord_Ouest,Protestant,Pauvre
16.0,1,32,Urbain,Primaire,Nord_Ouest,Musulman,Moyen
16.0,1,46,Urbain,Primaire,Nord_Ouest,Musulman,Tres_riche
20.0,0,20,Urbain,Secondaire,Nord_Ouest,Musulman,Tres_riche
25.0,1,40,Urbain,Secondaire,Nord_Ouest,Musulman,Tres_riche
19.0,1,36,Urbain,Secondaire,Nord_Ouest,Musulman,Tres_riche
17.0,1,27,Urbain,Aucun,Nord_Ouest,Musulman,Pauvre
20.0,1,30,Urbain,Secondaire,Nord_Ouest,Musulman,Riche
17.0,1,27,Urbain,Primaire,Nord_Ouest,Musulman,Riche
14.0,1,16,Urbain,Primaire,Nord_Ouest,Musulman,Moyen
19.0,1,20,Urbain,Secondaire,Nord_Ouest,Protestant,Riche
17.0,1,29,Urbain,Primaire,Nord_Ouest,Musulman,Moyen
17.0,1,19,Urbain,Secondaire,Nord_Ouest,Autre_Chretien,Riche
19.0,1,21,Urbain,Secondaire,Nord_Ouest,Catholique,Riche
18.0,1,24,Urbain,Secondaire,Nord_Ouest,Catholique,Moyen
20.0,1,23,Urbain,Superieur,Nord_Ouest,Protestant,Tres_riche
14.0,1,17,Urbain,Secondaire,Nord_Ouest,Musulman,Pauvre
28.0,1,48,Urbain,Aucun,Littoral,Musulman,Riche
19.0,1,39,Urbain,Secondaire,Littoral,Animiste,Riche
14.0,1,31,Urbain,Primaire,Littoral,Musulman,Riche
21.0,0,21,Urbain,Secondaire,Littoral,Musulman,Tres_riche
19.0,0,19,Urbain,Secondaire,Littoral,Musulman,Tres_riche
17.0,1,40,Urbain,Secondaire,Littoral,Catholique,Riche
14.0,1,30,Urbain,Secondaire,Littoral,Protestant,Moyen
15.0,1,36,Urbain,Aucun,Littoral,Musulman,Riche
16.0,1,27,Urbain,Primaire,Littoral,Musulman,Riche
15.0,1,23,Urbain,Primaire,Littoral,Musulman,Riche
11.0,1,29,Urbain,Aucun,Littoral,Musulman,Moyen
22.0,1,40,Urbain,Aucun,Littoral,Musulman,Moyen
18.0,1,35,Urbain,Aucun,Littoral,Musulman,Moyen
13.0,1,18,Urbain,Aucun,Littoral,Musulman,Moyen
19.0,1,24,Urbain,Secondaire,Littoral,Protestant,Riche
28.0,1,30,Urbain,Aucun,Littoral,Musulman,Riche
18.0,1,30,Urbain,Aucun,Littoral,Musulman,Riche
12.0,1,25,Urbain,Primaire,Littoral,Musulman,Moyen
18.0,1,26,Urbain,Primaire,Littoral,Musulman,Pauvre
28.0,0,28,Urbain,Superieur,Littoral,Protestant,Riche
17.0,1,28,Urbain,Primaire,Littoral,Musulman,Riche
17.0,1,23,Urbain,Secondaire,Littoral,Musulman,Riche
15.0,1,17,Urbain,Primaire,Littoral,Musulman,Tres_riche
31.0,1,34,Urbain,Superieur,Littoral,Catholique,Tres_riche
14.0,1,20,Urbain,Aucun,Littoral,Musulman,Tres_riche
29.0,0,29,Urbain,Superieur,Littoral,Protestant,Tres_riche
26.0,0,26,Urbain,Superieur,Littoral,Protestant,Tres_riche
22.0,0,22,Urbain,Secondaire,Littoral,Protestant,Tres_riche
17.0,0,17,Urbain,Secondaire,Littoral,Protestant,Tres_riche
22.0,1,36,Rural,Primaire,Sud,Catholique,Moyen
11.0,1,29,Rural,Aucun,Sud,Musulman,Moyen
19.0,1,27,Rural,Primaire,Sud,Catholique,Moyen
20.0,1,36,Rural,Secondaire,Sud,Protestant,Moyen
29.0,1,31,Rural,Secondaire,Sud,Protestant,Pauvre
20.0,1,27,Rural,Secondaire,Sud,Protestant,Moyen
24.0,0,24,Rural,Secondaire,Sud,Catholique,Tres_riche
18.0,0,18,Rural,Secondaire,Sud,Protestant,Tres_riche
32.0,1,42,Rural,Secondaire,Sud,Catholique,Riche
12.0,1,40,Rural,Primaire,Sud,Protestant,Moyen
22.0,1,34,Rural,Secondaire,Sud,Catholique,Moyen
16.0,1,29,Rural,Primaire,Sud,Catholique,Riche
22.0,1,46,Rural,Primaire,Sud,Protestant,Pauvre
19.0,1,20,Rural,Secondaire,Sud,Protestant,Pauvre
27.0,1,39,Rural,Secondaire,Sud,Protestant,Riche
28.0,1,43,Rural,Primaire,Sud,Catholique,Moyen
33.5,0,45,Urbain,Aucun,Adamaoua,Musulman,Moyen
12.0,1,27,Urbain,Primaire,Adamaoua,Musulman,Moyen
21.0,1,22,Urbain,Secondaire,Adamaoua,Musulman,Riche
16.0,1,46,Urbain,Aucun,Adamaoua,Musulman,Riche
33.5,1,49,Urbain,Aucun,Adamaoua,Musulman,Tres_riche
11.0,1,44,Urbain,Aucun,Adamaoua,Musulman,Riche
22.0,0,22,Urbain,Secondaire,Adamaoua,Musulman,Riche
18.0,1,19,Urbain,Secondaire,Adamaoua,Musulman,Riche
16.0,0,16,Urbain,Secondaire,Adamaoua,Musulman,Riche
16.0,1,42,Urbain,Aucun,Adamaoua,Musulman,Riche
19.0,1,30,Urbain,Aucun,Adamaoua,Musulman,Moyen
15.0,1,27,Urbain,Primaire,Adamaoua,Musulman,Riche
16.0,1,27,Urbain,Aucun,Adamaoua,Musulman,Riche
17.0,1,32,Urbain,Primaire,Adamaoua,Musulman,Moyen
19.0,1,25,Urbain,Aucun,Adamaoua,Musulman,Riche
27.0,0,27,Urbain,Superieur,Adamaoua,Musulman,Riche
18.0,1,29,Urbain,Secondaire,Adamaoua,Musulman,Riche
24.0,1,26,Urbain,Primaire,Adamaoua,Musulman,Riche
11.0,1,20,Urbain,Primaire,Adamaoua,Autre_Chretien,Moyen
27.0,0,27,Urbain,Secondaire,Adamaoua,Musulman,Riche
17.0,1,25,Urbain,Secondaire,Adamaoua,Musulman,Riche
25.0,0,25,Urbain,Primaire,Adamaoua,Musulman,Riche
22.0,1,29,Urbain,Secondaire,Adamaoua,Catholique,Moyen
17.0,1,30,Urbain,Aucun,Adamaoua,Musulman,Riche
14.0,1,37,Urbain,Primaire,Adamaoua,Musulman,Riche
20.0,1,30,Urbain,Primaire,Adamaoua,Musulman,Riche
33.5,0,36,Urbain,Secondaire,Adamaoua,Musulman,Tres_riche
16.0,1,48,Urbain,Aucun,Adamaoua,Musulman,Riche
16.0,1,19,Urbain,Secondaire,Adamaoua,Musulman,Moyen
16.0,1,19,Urbain,Primaire,Adamaoua,Musulman,Riche
20.0,1,44,Urbain,Primaire,Adamaoua,Musulman,Riche
22.0,1,28,Urbain,Secondaire,Adamaoua,Musulman,Riche
24.0,1,35,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
16.0,1,37,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
28.0,0,28,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
13.0,1,18,Rural,Primaire,Extreme_Nord,Autre_Chretien,Pauvre
18.0,1,37,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
19.0,1,49,Rural,Primaire,Extreme_Nord,Catholique,Moyen
19.0,1,44,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
22.0,1,26,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
18.0,1,48,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
19.0,1,22,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
15.0,1,20,Rural,Secondaire,Extreme_Nord,Autre_Chretien,Pauvre
20.0,1,35,Rural,Secondaire,Extreme_Nord,Protestant,Moyen
20.0,1,41,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
18.0,1,36,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
16.0,1,40,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
17.0,1,19,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
22.0,0,22,Rural,Primaire,Extreme_Nord,Autre_Chretien,Tres_pauvre
33.5,1,45,Rural,Secondaire,Extreme_Nord,Catholique,Moyen
22.0,1,28,Rural,Aucun,Extreme_Nord,Catholique,Moyen
18.0,1,26,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
23.0,1,41,Rural,Primaire,Extreme_Nord,Catholique,Moyen
23.0,0,23,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
12.0,1,26,Rural,Aucun,Extreme_Nord,Autre_Chretien,Pauvre
12.0,1,19,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
13.0,1,19,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
17.0,1,22,Rural,Aucun,Extreme_Nord,Autre_Chretien,Tres_pauvre
22.0,1,24,Rural,Secondaire,Extreme_Nord,Protestant,Moyen
15.0,1,44,Rural,Secondaire,Extreme_Nord,Catholique,Pauvre
17.0,1,29,Rural,Primaire,Littoral,Musulman,Tres_pauvre
23.0,1,27,Rural,Aucun,Littoral,Musulman,Tres_pauvre
20.0,1,36,Rural,Aucun,Littoral,Musulman,Tres_pauvre
17.0,1,36,Rural,Aucun,Littoral,Musulman,Tres_pauvre
16.0,1,30,Rural,Aucun,Littoral,Musulman,Tres_pauvre
19.0,1,27,Rural,Aucun,Littoral,Musulman,Tres_pauvre
17.0,1,45,Rural,Aucun,Littoral,Musulman,Moyen
17.0,1,20,Rural,Aucun,Littoral,Musulman,Moyen
20.0,1,40,Rural,Primaire,Littoral,Musulman,Tres_pauvre
16.0,1,24,Rural,Primaire,Littoral,Musulman,Tres_pauvre
15.0,1,23,Rural,Primaire,Littoral,Musulman,Tres_pauvre
14.0,1,36,Rural,Aucun,Littoral,Musulman,Tres_pauvre
15.0,1,21,Rural,Primaire,Littoral,Musulman,Tres_pauvre
14.0,1,25,Rural,Aucun,Littoral,Musulman,Tres_pauvre
15.0,1,18,Rural,Aucun,Littoral,Musulman,Tres_pauvre
16.0,1,22,Rural,Aucun,Littoral,Musulman,Tres_pauvre
19.0,1,40,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
21.0,1,38,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
16.0,1,28,Rural,Aucun,Sud_Ouest,Musulman,Pauvre
18.0,1,19,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
14.0,1,15,Rural,Aucun,Sud_Ouest,Musulman,Pauvre
14.0,1,20,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
11.0,1,45,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
17.0,1,18,Rural,Primaire,Sud_Ouest,Catholique,Pauvre
18.0,1,22,Rural,Secondaire,Sud_Ouest,Musulman,Pauvre
33.5,0,48,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
16.0,1,22,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
18.0,1,35,Rural,Secondaire,Sud_Ouest,Catholique,Pauvre
24.0,1,42,Rural,Primaire,Sud_Ouest,Catholique,Pauvre
20.0,1,27,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
14.0,1,18,Rural,Aucun,Sud_Ouest,Animiste,Tres_pauvre
16.0,1,20,Rural,Aucun,Sud_Ouest,Animiste,Tres_pauvre
15.0,1,30,Rural,Aucun,Sud_Ouest,Animiste,Tres_pauvre
15.0,0,15,Rural,Aucun,Sud_Ouest,Animiste,Tres_pauvre
24.0,0,24,Rural,Aucun,Sud_Ouest,Animiste,Tres_pauvre
19.0,0,19,Rural,Aucun,Sud_Ouest,Protestant,Tres_pauvre
32.0,0,32,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
14.0,1,15,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
14.0,1,24,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
12.0,1,45,Rural,Aucun,Sud_Ouest,Protestant,Pauvre
19.0,1,43,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
18.0,1,23,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
15.0,1,19,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
14.0,1,48,Rural,Aucun,Sud_Ouest,Catholique,Tres_pauvre
17.0,1,31,Rural,Primaire,Sud_Ouest,Catholique,Tres_pauvre
16.0,0,16,Rural,Secondaire,Sud_Ouest,Catholique,Tres_pauvre
15.0,1,18,Rural,Secondaire,Sud_Ouest,Catholique,Tres_pauvre
18.0,1,33,Rural,Primaire,Sud_Ouest,Autre_Chretien,Tres_pauvre
21.0,0,21,Rural,Secondaire,Sud_Ouest,Catholique,Pauvre
27.0,1,45,Rural,Aucun,Sud_Ouest,Protestant,Pauvre
22.0,1,36,Rural,Aucun,Sud_Ouest,Protestant,Pauvre
17.0,1,18,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
33.5,0,36,Rural,Primaire,Sud_Ouest,Autre_Chretien,Tres_pauvre
18.0,0,18,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Tres_pauvre
15.0,0,15,Rural,Primaire,Sud_Ouest,Autre_Chretien,Tres_pauvre
27.0,1,30,Rural,Aucun,Sud_Ouest,Protestant,Tres_pauvre
20.0,1,24,Rural,Secondaire,Sud_Ouest,Protestant,Tres_pauvre
13.0,1,42,Rural,Aucun,Sud_Ouest,Protestant,Tres_pauvre
26.0,0,26,Rural,Aucun,Sud_Ouest,Autre_Chretien,Tres_pauvre
20.0,0,20,Rural,Aucun,Sud_Ouest,Autre_Chretien,Tres_pauvre
27.0,1,36,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
19.0,1,20,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
14.0,1,16,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
17.0,1,20,Rural,Aucun,Sud_Ouest,Animiste,Tres_pauvre
23.0,1,36,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
15.0,1,33,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
15.0,1,29,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
24.0,0,24,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
20.0,1,44,Rural,Primaire,Sud_Ouest,Autre_Chretien,Tres_pauvre
21.0,1,22,Rural,Secondaire,Sud_Ouest,Catholique,Tres_pauvre
17.0,0,17,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Tres_pauvre
16.0,1,19,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Tres_pauvre
17.0,1,19,Rural,Secondaire,Sud_Ouest,Protestant,Tres_pauvre
17.0,1,25,Rural,Primaire,Sud_Ouest,Autre_Chretien,Tres_pauvre
23.0,1,42,Rural,Secondaire,Sud_Ouest,Catholique,Pauvre
15.0,1,17,Rural,Secondaire,Sud_Ouest,Catholique,Pauvre
16.0,1,18,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
24.0,1,32,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
31.0,1,36,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
22.0,1,34,Rural,Primaire,Sud_Ouest,Catholique,Pauvre
16.0,1,40,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
16.0,1,35,Rural,Secondaire,Sud_Ouest,Catholique,Pauvre
17.0,0,17,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
26.0,1,33,Rural,Secondaire,Sud,Protestant,Pauvre
19.0,1,38,Rural,Primaire,Sud,Protestant,Pauvre
16.0,1,47,Rural,Primaire,Sud,Protestant,Pauvre
19.0,1,28,Rural,Secondaire,Sud,Protestant,Pauvre
17.0,1,18,Rural,Secondaire,Sud,Protestant,Pauvre
20.0,1,23,Rural,Secondaire,Sud,Protestant,Moyen
16.0,0,16,Rural,Secondaire,Sud,Protestant,Tres_pauvre
17.0,0,17,Rural,Secondaire,Sud,Catholique,Tres_pauvre
18.0,1,22,Rural,Secondaire,Sud,Protestant,Pauvre
13.0,1,31,Rural,Primaire,Sud,Protestant,Pauvre
15.0,1,21,Rural,Primaire,Sud,Protestant,Pauvre
18.0,1,25,Rural,Secondaire,Sud,Protestant,Riche
18.0,0,18,Rural,Secondaire,Sud,Protestant,Pauvre
18.0,1,21,Rural,Secondaire,Sud,Protestant,Pauvre
18.0,1,32,Rural,Secondaire,Sud,Protestant,Tres_pauvre
17.0,1,31,Rural,Primaire,Sud,Protestant,Pauvre
16.0,1,45,Rural,Primaire,Sud,Catholique,Tres_pauvre
25.0,1,27,Rural,Secondaire,Sud,Protestant,Pauvre
19.0,1,33,Rural,Primaire,Sud,Protestant,Pauvre
19.0,1,29,Rural,Primaire,Sud,Protestant,Pauvre
18.0,1,46,Rural,Primaire,Sud,Animiste,Pauvre
21.0,1,34,Rural,Primaire,Sud,Protestant,Pauvre
17.0,1,39,Rural,Primaire,Sud,Protestant,Moyen
17.0,1,47,Rural,Primaire,Centre,Catholique,Moyen
16.0,1,21,Rural,Secondaire,Centre,Autre_Chretien,Moyen
33.5,1,40,Rural,Secondaire,Centre,Catholique,Tres_pauvre
18.0,0,18,Rural,Secondaire,Centre,Catholique,Tres_pauvre
18.0,1,24,Rural,Primaire,Centre,Catholique,Moyen
18.0,1,23,Rural,Primaire,Centre,Autre_Chretien,Riche
22.0,1,26,Rural,Primaire,Centre,Autre_Chretien,Riche
15.0,1,23,Rural,Primaire,Centre,Catholique,Riche
16.0,1,34,Rural,Secondaire,Centre,Catholique,Moyen
19.0,1,37,Rural,Aucun,Centre,Musulman,Moyen
18.0,1,26,Rural,Aucun,Centre,Musulman,Moyen
15.0,1,40,Rural,Primaire,Centre,Catholique,Pauvre
16.0,1,22,Rural,Primaire,Centre,Musulman,Pauvre
17.0,1,37,Rural,Primaire,Centre,Catholique,Pauvre
16.0,1,37,Rural,Primaire,Centre,Catholique,Pauvre
19.0,1,23,Rural,Secondaire,Centre,Autre_Chretien,Pauvre
13.0,1,28,Rural,Aucun,Centre,Musulman,Tres_pauvre
25.0,1,29,Rural,Primaire,Centre,Catholique,Moyen
18.0,1,30,Rural,Primaire,Centre,Catholique,Moyen
10.0,1,25,Rural,Secondaire,Centre,Musulman,Moyen
15.0,0,15,Rural,Primaire,Centre,Musulman,Tres_pauvre
14.0,1,37,Rural,Primaire,Centre,Catholique,Pauvre
10.0,1,40,Rural,Primaire,Centre,Protestant,Pauvre
21.0,1,37,Rural,Secondaire,Centre,Catholique,Pauvre
33.0,1,45,Rural,Primaire,Centre,Catholique,Pauvre
28.0,0,28,Rural,Secondaire,Centre,Catholique,Pauvre
33.5,1,42,Rural,Secondaire,Centre,Catholique,Moyen
22.0,1,29,Rural,Primaire,Centre,Catholique,Moyen
16.0,1,42,Rural,Primaire,Centre,Autre_Chretien,Moyen
18.0,1,47,Rural,Primaire,Centre,Catholique,Pauvre
22.0,0,22,Rural,Secondaire,Centre,Catholique,Riche
29.0,0,29,Rural,Secondaire,Centre,Autre_Chretien,Riche
18.0,1,36,Rural,Aucun,Centre,Musulman,Tres_pauvre
21.0,1,29,Rural,Aucun,Centre,Musulman,Tres_pauvre
15.0,1,43,Rural,Secondaire,Centre,Catholique,Moyen
31.0,1,47,Rural,Aucun,Adamaoua,Musulman,Moyen
24.0,1,45,Rural,Primaire,Adamaoua,Musulman,Pauvre
23.0,1,25,Rural,Superieur,Adamaoua,Protestant,Tres_riche
24.0,0,24,Rural,Primaire,Adamaoua,Musulman,Riche
15.0,1,44,Rural,Aucun,Adamaoua,Musulman,Riche
16.0,0,16,Rural,Primaire,Adamaoua,Musulman,Riche
16.0,1,33,Rural,Aucun,Adamaoua,Musulman,Riche
16.0,1,25,Rural,Primaire,Adamaoua,Musulman,Riche
14.0,1,19,Rural,Primaire,Adamaoua,Musulman,Riche
15.0,1,25,Rural,Aucun,Adamaoua,Musulman,Moyen
14.0,1,28,Rural,Aucun,Adamaoua,Musulman,Moyen
18.0,1,34,Rural,Aucun,Adamaoua,Musulman,Moyen
16.0,1,43,Rural,Aucun,Adamaoua,Musulman,Riche
19.0,0,19,Rural,Secondaire,Adamaoua,Musulman,Riche
15.0,1,23,Rural,Primaire,Adamaoua,Protestant,Moyen
14.0,1,17,Rural,Primaire,Adamaoua,Protestant,Moyen
14.0,1,16,Rural,Aucun,Adamaoua,Musulman,Moyen
16.0,1,23,Rural,Primaire,Adamaoua,Musulman,Pauvre
26.0,1,36,Rural,Aucun,Adamaoua,Protestant,Tres_pauvre
18.0,1,39,Rural,Aucun,Adamaoua,Musulman,Moyen
15.0,1,49,Rural,Primaire,Adamaoua,Musulman,Riche
29.0,1,44,Rural,Primaire,Adamaoua,Musulman,Riche
25.0,0,25,Rural,Secondaire,Adamaoua,Musulman,Riche
17.0,0,17,Rural,Secondaire,Adamaoua,Musulman,Riche
17.0,1,39,Rural,Aucun,Adamaoua,Musulman,Moyen
20.0,0,20,Rural,Primaire,Adamaoua,Musulman,Moyen
14.0,1,37,Rural,Aucun,Adamaoua,Musulman,Moyen
17.0,0,17,Rural,Secondaire,Adamaoua,Musulman,Moyen
10.0,1,30,Rural,Aucun,Adamaoua,Musulman,Moyen
14.0,1,46,Rural,Aucun,Adamaoua,Protestant,Tres_pauvre
16.0,1,19,Rural,Secondaire,Adamaoua,Protestant,Tres_pauvre
17.0,0,17,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
14.0,1,21,Rural,Aucun,Adamaoua,Protestant,Tres_pauvre
18.0,1,20,Urbain,Secondaire,Est,Musulman,Tres_riche
19.0,1,25,Urbain,Secondaire,Est,Catholique,Tres_riche
22.0,1,39,Urbain,Superieur,Est,Protestant,Tres_riche
22.0,0,22,Urbain,Superieur,Est,Protestant,Tres_riche
22.0,1,42,Urbain,Superieur,Est,Catholique,Tres_riche
27.0,1,44,Urbain,Primaire,Est,Catholique,Tres_riche
27.0,1,28,Urbain,Primaire,Est,Catholique,Tres_riche
27.0,1,45,Urbain,Superieur,Est,Protestant,Tres_riche
24.0,1,34,Urbain,Secondaire,Est,Protestant,Tres_riche
20.0,1,25,Urbain,Secondaire,Est,Catholique,Tres_riche
23.0,1,36,Urbain,Secondaire,Est,Catholique,Tres_riche
28.0,1,33,Urbain,Secondaire,Est,Autre_Chretien,Riche
20.0,1,29,Urbain,Superieur,Est,Catholique,Tres_riche
33.5,0,36,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
15.0,0,15,Urbain,Secondaire,Est,Autre_Chretien,Riche
33.5,1,44,Urbain,Superieur,Est,Catholique,Tres_riche
14.0,1,18,Rural,Primaire,Adamaoua,Musulman,Pauvre
20.0,0,20,Rural,Primaire,Adamaoua,Protestant,Pauvre
21.0,1,44,Rural,Primaire,Adamaoua,Musulman,Moyen
15.0,1,27,Rural,Primaire,Adamaoua,Musulman,Pauvre
10.0,1,22,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
25.0,1,49,Rural,Primaire,Adamaoua,Protestant,Pauvre
25.0,1,46,Rural,Primaire,Adamaoua,Protestant,Pauvre
18.0,0,18,Rural,Secondaire,Adamaoua,Protestant,Pauvre
20.0,1,38,Rural,Primaire,Adamaoua,Protestant,Pauvre
17.0,0,17,Rural,Primaire,Adamaoua,Protestant,Pauvre
16.0,1,43,Rural,Primaire,Adamaoua,Protestant,Pauvre
19.0,1,28,Rural,Aucun,Adamaoua,Protestant,Pauvre
16.0,1,34,Rural,Primaire,Adamaoua,Musulman,Tres_pauvre
31.0,1,40,Rural,Primaire,Adamaoua,Protestant,Pauvre
19.0,1,42,Rural,Aucun,Adamaoua,Catholique,Pauvre
21.0,1,25,Rural,Secondaire,Adamaoua,Protestant,Tres_pauvre
14.0,1,35,Rural,Aucun,Adamaoua,Musulman,Pauvre
16.0,1,26,Rural,Primaire,Adamaoua,Protestant,Pauvre
23.0,1,25,Rural,Aucun,Adamaoua,Catholique,Pauvre
17.0,1,34,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
17.0,1,33,Rural,Primaire,Adamaoua,Musulman,Pauvre
13.0,1,39,Rural,Aucun,Adamaoua,Protestant,Pauvre
19.0,0,19,Rural,Aucun,Adamaoua,Protestant,Pauvre
13.0,1,19,Rural,Primaire,Adamaoua,Musulman,Tres_pauvre
27.0,1,30,Rural,Secondaire,Adamaoua,Protestant,Pauvre
19.0,1,39,Rural,Aucun,Adamaoua,Protestant,Pauvre
33.5,0,43,Urbain,Primaire,Est,Protestant,Tres_riche
28.0,0,28,Urbain,Secondaire,Est,Musulman,Riche
19.0,0,19,Urbain,Secondaire,Est,Musulman,Riche
16.0,1,27,Urbain,Secondaire,Est,Protestant,Tres_riche
15.0,0,15,Urbain,Primaire,Est,Protestant,Tres_riche
21.0,1,31,Urbain,Primaire,Est,Protestant,Tres_riche
26.0,1,27,Urbain,Secondaire,Est,Protestant,Riche
17.0,1,30,Urbain,Superieur,Est,Musulman,Tres_riche
33.5,1,36,Urbain,Secondaire,Est,Catholique,Riche
15.0,1,49,Urbain,Secondaire,Est,Catholique,Tres_riche
19.0,1,32,Urbain,Secondaire,Est,Protestant,Tres_riche
23.0,1,42,Urbain,Secondaire,Est,Protestant,Tres_riche
29.0,1,47,Urbain,Primaire,Est,Musulman,Tres_riche
20.0,1,29,Urbain,Secondaire,Est,Protestant,Tres_riche
24.0,0,24,Urbain,Primaire,Est,Catholique,Tres_riche
19.0,1,28,Urbain,Primaire,Est,Catholique,Tres_riche
33.5,0,37,Urbain,Superieur,Est,Catholique,Tres_riche
15.0,1,32,Urbain,Aucun,Est,Catholique,Moyen
20.0,1,24,Urbain,Superieur,Est,Protestant,Riche
22.0,1,35,Urbain,Primaire,Est,Protestant,Tres_riche
18.0,1,27,Urbain,Secondaire,Est,Protestant,Tres_riche
17.0,1,24,Rural,Primaire,Ouest,Musulman,Tres_riche
33.5,0,40,Rural,Primaire,Ouest,Protestant,Riche
33.5,0,47,Rural,Primaire,Ouest,Protestant,Pauvre
23.0,1,32,Rural,Primaire,Ouest,Protestant,Pauvre
18.0,1,43,Rural,Secondaire,Ouest,Protestant,Riche
15.0,1,41,Rural,Aucun,Ouest,Protestant,Pauvre
18.0,1,32,Rural,Primaire,Ouest,Protestant,Pauvre
21.0,1,45,Rural,Secondaire,Ouest,Protestant,Moyen
24.0,1,42,Rural,Primaire,Ouest,Protestant,Tres_pauvre
21.0,1,28,Rural,Secondaire,Ouest,Protestant,Moyen
22.0,1,27,Rural,Primaire,Ouest,Protestant,Pauvre
18.0,1,30,Rural,Secondaire,Ouest,Catholique,Moyen
15.0,0,15,Rural,Primaire,Ouest,Protestant,Moyen
20.0,1,38,Rural,Primaire,Ouest,Protestant,Pauvre
19.0,1,35,Rural,Primaire,Ouest,Protestant,Riche
13.0,1,42,Rural,Primaire,Ouest,Protestant,Pauvre
31.0,1,37,Rural,Primaire,Ouest,Protestant,Tres_pauvre
26.0,0,26,Rural,Secondaire,Ouest,Protestant,Pauvre
24.0,1,28,Urbain,Secondaire,Nord,Autre_Chretien,Tres_riche
31.0,1,37,Urbain,Secondaire,Nord,Catholique,Moyen
21.0,1,29,Urbain,Secondaire,Nord,Catholique,Riche
25.0,0,25,Urbain,Secondaire,Nord,Protestant,Tres_riche
21.0,0,21,Urbain,Secondaire,Nord,Protestant,Tres_riche
29.0,1,30,Urbain,Secondaire,Nord,Catholique,Riche
33.5,0,42,Urbain,Primaire,Nord,Protestant,Tres_riche
32.0,0,32,Urbain,Secondaire,Nord,Autre_Chretien,Tres_riche
25.0,1,44,Urbain,Secondaire,Nord,Protestant,Tres_riche
20.0,1,28,Urbain,Secondaire,Nord,Catholique,Tres_riche
25.0,0,25,Urbain,Secondaire,Nord,Protestant,Riche
25.0,0,25,Urbain,Secondaire,Nord,Catholique,Riche
30.0,0,30,Urbain,Primaire,Nord,Catholique,Moyen
