duree,union,age_actuel,milieu,instruction,region,religion,richesse
13.0,1,31,Urbain,Secondaire,Littoral,Catholique,Pauvre
13.0,1,19,Urbain,Aucun,Littoral,Catholique,Pauvre
15.0,1,22,Urbain,Secondaire,Littoral,Musulman,Riche
16.0,0,16,Urbain,Primaire,Littoral,Musulman,Riche
15.0,1,17,Urbain,Aucun,Littoral,Musulman,Moyen
16.0,1,20,Urbain,Primaire,Littoral,Musulman,Moyen
14.0,1,26,Urbain,Primaire,Littoral,Protestant,Moyen
17.0,1,37,Urbain,Aucun,Littoral,Musulman,Moyen
14.0,1,15,Urbain,Primaire,Littoral,Musulman,Pauvre
14.0,1,36,Urbain,Primaire,Littoral,Catholique,Pauvre
14.0,1,47,Urbain,Aucun,Littoral,Musulman,Pauvre
13.0,1,37,Urbain,Primaire,Littoral,Musulman,Pauvre
20.0,1,41,Urbain,Primaire,Littoral,Protestant,Moyen
25.0,0,25,Urbain,Primaire,Littoral,Catholique,Moyen
15.0,1,18,Urbain,Primaire,Littoral,Musulman,Moyen
30.0,1,41,Urbain,Primaire,Littoral,Catholique,Moyen
13.0,1,40,Urbain,Aucun,Littoral,Musulman,Moyen
19.0,1,20,Urbain,Primaire,Littoral,Musulman,Riche
19.0,1,32,Urbain,Primaire,Littoral,Protestant,Moyen
13.0,1,16,Urbain,Primaire,Littoral,Musulman,Pauvre
24.0,1,38,Urbain,Aucun,Littoral,Musulman,Pauvre
15.0,0,15,Urbain,Aucun,Littoral,Musulman,Pauvre
21.0,1,33,Urbain,Primaire,Littoral,Catholique,Pauvre
19.0,1,26,Urbain,Aucun,Littoral,Animiste,Moyen
14.0,1,27,Urbain,Primaire,Littoral,Catholique,Pauvre
15.0,1,45,Rural,Primaire,Extreme_Nord,Catholique,Moyen
18.0,0,18,Rural,Secondaire,Extreme_Nord,Catholique,Moyen
17.0,1,36,Rural,Primaire,Extreme_Nord,Catholique,Moyen
20.0,1,38,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
33.5,1,48,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
31.0,1,47,Rural,Superieur,Extreme_Nord,Catholique,Tres_riche
20.0,0,20,Rural,Superieur,Extreme_Nord,Protestant,Tres_riche
14.0,1,33,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
19.0,1,22,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
22.0,1,38,Rural,Primaire,Extreme_Nord,Catholique,Moyen
16.0,1,18,Rural,Secondaire,Extreme_Nord,Catholique,Moyen
15.0,1,25,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
20.0,0,20,Rural,Secondaire,Extreme_Nord,Catholique,Pauvre
16.0,0,16,Rural,Secondaire,Extreme_Nord,Catholique,Pauvre
21.0,1,35,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
19.0,0,19,Rural,Secondaire,Extreme_Nord,Catholique,Tres_pauvre
16.0,1,47,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
17.0,1,23,Rural,Secondaire,Extreme_Nord,Protestant,Pauvre
16.0,1,28,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
16.0,1,45,Rural,Secondaire,Extreme_Nord,Catholique,Tres_pauvre
15.0,0,15,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
33.5,0,43,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
16.0,1,35,Rural,Primaire,Extreme_Nord,Protestant,Moyen
16.0,1,27,Rural,Primaire,Extreme_Nord,Catholique,Moyen
15.0,1,23,Rural,Primaire,Extreme_Nord,Protestant,Moyen
14.0,1,22,Rural,Secondaire,Extreme_Nord,Protestant,Moyen
14.0,1,23,Rural,Secondaire,Extreme_Nord,Catholique,Moyen
24.0,0,24,Rural,Secondaire,Extreme_Nord,Autre_Chretien,Tres_pauvre
10.0,1,26,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
23.0,1,24,Rural,Secondaire,Extreme_Nord,Protestant,Moyen
10.0,1,32,Rural,Primaire,Extreme_Nord,Protestant,Pauvre
14.0,1,33,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
17.0,1,25,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
22.0,1,23,Urbain,Secondaire,Centre,Catholique,Moyen
15.0,0,15,Urbain,Secondaire,Centre,Autre_Chretien,Moyen
23.0,1,40,Urbain,Primaire,Centre,Autre_Chretien,Moyen
16.0,0,16,Urbain,Primaire,Centre,Autre_Chretien,Moyen
24.0,0,24,Urbain,Secondaire,Centre,Catholique,Tres_riche
20.0,0,20,Urbain,Secondaire,Centre,Catholique,Tres_riche
15.0,0,15,Urbain,Secondaire,Centre,Catholique,Tres_riche
16.0,1,25,Urbain,Secondaire,Centre,Catholique,Moyen
18.0,0,18,Urbain,Secondaire,Centre,Catholique,Moyen
16.0,0,16,Urbain,Secondaire,Centre,Catholique,Moyen
22.0,1,42,Urbain,Secondaire,Centre,Catholique,Moyen
26.0,1,49,Urbain,Primaire,Centre,Protestant,Moyen
20.0,1,27,Urbain,Secondaire,Centre,Autre_Chretien,Moyen
22.0,1,27,Urbain,Secondaire,Centre,Catholique,Moyen
24.0,1,45,Urbain,Primaire,Centre,Catholique,Pauvre
14.0,1,18,Urbain,Primaire,Centre,Catholique,Pauvre
15.0,1,34,Urbain,Primaire,Centre,Catholique,Pauvre
18.0,1,38,Urbain,Primaire,Centre,Protestant,Pauvre
26.0,1,29,Urbain,Secondaire,Centre,Protestant,Riche
15.0,1,36,Urbain,Secondaire,Centre,Autre_Chretien,Riche
28.0,0,28,Urbain,Superieur,Centre,Protestant,Riche
17.0,1,40,Urbain,Primaire,Centre,Catholique,Moyen
18.0,0,18,Urbain,Secondaire,Centre,Protestant,Moyen
18.0,0,18,Urbain,Primaire,Centre,Catholique,Moyen
20.0,0,20,Urbain,Secondaire,Centre,Catholique,Moyen
32.0,1,37,Urbain,Secondaire,Centre,Autre_Chretien,Pauvre
19.0,0,19,Urbain,Secondaire,Centre,Catholique,Pauvre
15.0,0,15,Urbain,Secondaire,Centre,Catholique,Pauvre
16.0,1,23,Urbain,Secondaire,Centre,Protestant,Moyen
27.0,0,27,Urbain,Secondaire,Centre,Catholique,Tres_riche
21.0,1,24,Urbain,Secondaire,Centre,Catholique,Tres_riche
21.0,0,21,Urbain,Secondaire,Centre,Catholique,Tres_riche
29.0,0,29,Urbain,Secondaire,Centre,Catholique,Tres_riche
24.0,1,47,Urbain,Primaire,Centre,Catholique,Riche
33.5,1,45,Urbain,Secondaire,Centre,Catholique,Riche
22.0,0,22,Urbain,Aucun,Centre,Catholique,Riche
19.0,1,30,Urbain,Primaire,Centre,Catholique,Riche
15.0,1,35,Urbain,Secondaire,Centre,Autre_Chretien,Pauvre
18.0,0,18,Urbain,Secondaire,Centre,Autre_Chretien,Pauvre
19.0,0,19,Urbain,Secondaire,Centre,Autre_Chretien,Pauvre
15.0,0,15,Urbain,Primaire,Centre,Autre_Chretien,Pauvre
33.5,1,43,Urbain,Primaire,Centre,Catholique,Pauvre
13.0,1,49,Urbain,Secondaire,Centre,Autre_Chretien,Pauvre
16.0,1,24,Urbain,Primaire,Centre,Autre_Chretien,Pauvre
23.0,0,23,Urbain,Secondaire,Centre,Protestant,Pauvre
26.0,0,26,Urbain,Superieur,Centre,Catholique,Moyen
17.0,0,17,Urbain,Secondaire,Centre,Catholique,Moyen
15.0,0,15,Urbain,Secondaire,Centre,Catholique,Moyen
22.0,0,22,Urbain,Secondaire,Centre,Catholique,Moyen
19.0,1,27,Urbain,Primaire,Centre,Protestant,Moyen
20.0,1,45,Urbain,Primaire,Centre,Catholique,Moyen
12.0,1,49,Urbain,Primaire,Centre,Catholique,Moyen
21.0,0,21,Urbain,Primaire,Centre,Autre_Chretien,Moyen
20.0,1,25,Urbain,Primaire,Centre,Catholique,Moyen
19.0,1,38,Urbain,Superieur,Centre,Catholique,Tres_riche
29.0,1,33,Urbain,Primaire,Centre,Catholique,Tres_riche
26.0,0,26,Urbain,Secondaire,Centre,Catholique,Tres_riche
17.0,1,20,Urbain,Secondaire,Centre,Catholique,Riche
15.0,0,15,Urbain,Secondaire,Centre,Catholique,Riche
16.0,1,31,Urbain,Primaire,Centre,Catholique,Moyen
19.0,1,26,Urbain,Secondaire,Centre,Catholique,Moyen
14.0,1,22,Urbain,Secondaire,Centre,Catholique,Moyen
19.0,0,19,Urbain,Secondaire,Centre,Catholique,Moyen
15.0,1,19,Urbain,Secondaire,Centre,Catholique,Moyen
19.0,1,29,Urbain,Secondaire,Centre,Catholique,Moyen
22.0,1,26,Urbain,Primaire,Centre,Catholique,Moyen
29.0,1,34,Urbain,Secondaire,Centre,Catholique,Moyen
20.0,1,23,Urbain,Secondaire,Centre,Catholique,Moyen
20.0,1,34,Urbain,Primaire,Centre,Catholique,Riche
20.0,0,20,Urbain,Secondaire,Centre,Catholique,Riche
18.0,0,18,Urbain,Secondaire,Centre,Catholique,Riche
16.0,1,21,Urbain,Primaire,Centre,Protestant,Moyen
15.0,1,47,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
14.0,1,27,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
13.0,1,18,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
14.0,1,27,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,1,30,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,1,48,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
14.0,1,41,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,1,19,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,0,15,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
16.0,1,18,Rural,Primaire,Adamaoua,Musulman,Pauvre
19.0,1,23,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
16.0,1,25,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
15.0,1,15,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
13.0,1,35,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
12.0,1,21,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
14.0,1,25,Rural,Aucun,Adamaoua,Musulman,Pauvre
15.0,1,22,Rural,Aucun,Adamaoua,Musulman,Pauvre
17.0,1,35,Rural,Aucun,Adamaoua,Musulman,Pauvre
15.0,0,15,Rural,Aucun,Adamaoua,Musulman,Pauvre
20.0,1,30,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
17.0,1,18,Rural,Secondaire,Adamaoua,Protestant,Tres_pauvre
15.0,1,17,Rural,Primaire,Adamaoua,Protestant,Tres_pauvre
12.0,1,30,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
14.0,1,16,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
13.0,1,28,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
14.0,1,29,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
13.0,1,25,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
22.0,1,25,Rural,Aucun,Adamaoua,Musulman,Tres_pauvre
11.0,1,49,Urbain,Secondaire,Ouest,Protestant,Tres_riche
27.0,1,28,Urbain,Superieur,Ouest,Protestant,Tres_riche
25.0,1,45,Urbain,Aucun,Ouest,Catholique,Tres_riche
16.0,0,16,Urbain,Secondaire,Ouest,Catholique,Tres_riche
21.0,1,42,Urbain,Secondaire,Ouest,Catholique,Tres_riche
17.0,0,17,Urbain,Secondaire,Ouest,Catholique,Tres_riche
16.0,0,16,Urbain,Secondaire,Ouest,Catholique,Moyen
24.0,0,24,Urbain,Secondaire,Ouest,Catholique,Riche
21.0,0,21,Urbain,Superieur,Ouest,Catholique,Riche
22.0,1,25,Urbain,Secondaire,Ouest,Catholique,Moyen
19.0,0,19,Urbain,Superieur,Ouest,Autre_Chretien,Riche
23.0,1,27,Urbain,Superieur,Ouest,Autre_Chretien,Tres_riche
21.0,1,35,Urbain,Secondaire,Ouest,Catholique,Tres_riche
24.0,1,28,Urbain,Superieur,Ouest,Catholique,Riche
18.0,0,18,Urbain,Secondaire,Ouest,Autre_Chretien,Riche
33.5,0,46,Urbain,Primaire,Ouest,Catholique,Tres_riche
17.0,1,22,Rural,Aucun,Littoral,Catholique,Tres_pauvre
16.0,1,22,Rural,Aucun,Littoral,Catholique,Tres_pauvre
18.0,1,36,Rural,Aucun,Littoral,Catholique,Tres_pauvre
13.0,1,32,Rural,Aucun,Littoral,Catholique,Tres_pauvre
16.0,0,16,Rural,Primaire,Littoral,Catholique,Tres_pauvre
17.0,1,47,Rural,Primaire,Littoral,Catholique,Moyen
17.0,1,22,Rural,Primaire,Littoral,Catholique,Moyen
17.0,1,25,Rural,Primaire,Littoral,Catholique,Tres_pauvre
14.0,1,17,Rural,Aucun,Littoral,Catholique,Pauvre
17.0,0,17,Rural,Primaire,Littoral,Catholique,Tres_pauvre
19.0,1,20,Rural,Primaire,Littoral,Catholique,Tres_pauvre
14.0,1,24,Rural,Secondaire,Littoral,Catholique,Pauvre
15.0,1,22,Rural,Primaire,Littoral,Protestant,Pauvre
26.0,1,46,Rural,Primaire,Littoral,Catholique,Pauvre
15.0,1,32,Rural,Aucun,Littoral,Catholique,Tres_pauvre
17.0,1,19,Rural,Secondaire,Littoral,Protestant,Pauvre
19.0,1,26,Rural,Secondaire,Littoral,Protestant,Pauvre
14.0,1,45,Rural,Aucun,Littoral,Catholique,Tres_pauvre
17.0,1,18,Rural,Aucun,Littoral,Catholique,Tres_pauvre
16.0,0,16,Rural,Secondaire,Littoral,Protestant,Tres_pauvre
18.0,0,18,Rural,Secondaire,Littoral,Protestant,Tres_pauvre
17.0,1,39,Rural,Primaire,Littoral,Catholique,Moyen
20.0,1,23,Rural,Primaire,Littoral,Protestant,Tres_pauvre
19.0,1,40,Rural,Aucun,Littoral,Animiste,Tres_pauvre
18.0,0,18,Rural,Primaire,Littoral,Catholique,Tres_pauvre
14.0,1,36,Rural,Secondaire,Littoral,Protestant,Moyen
24.0,0,24,Rural,Secondaire,Littoral,Protestant,Moyen
23.0,0,23,Rural,Secondaire,Littoral,Catholique,Moyen
16.0,1,20,Rural,Primaire,Littoral,Catholique,Tres_pauvre
18.0,1,23,Rural,Primaire,Littoral,Catholique,Pauvre
18.0,0,18,Urbain,Secondaire,Nord,Autre_Chretien,Tres_riche
18.0,0,18,Urbain,Secondaire,Nord,Protestant,Moyen
21.0,1,41,Urbain,Primaire,Nord,Protestant,Tres_riche
18.0,1,22,Urbain,Secondaire,Nord,Catholique,Tres_riche
11.0,1,48,Urbain,Primaire,Nord,Protestant,Tres_riche
23.0,1,32,Urbain,Secondaire,Nord,Protestant,Tres_riche
26.0,0,26,Urbain,Superieur,Nord,Protestant,Tres_riche
10.0,1,49,Urbain,Primaire,Nord,Catholique,Tres_riche
16.0,1,28,Urbain,Primaire,Nord,Catholique,Tres_riche
16.0,1,43,Urbain,Secondaire,Nord,Protestant,Tres_riche
22.0,0,22,Urbain,Secondaire,Nord,Protestant,Tres_riche
20.0,0,20,Urbain,Secondaire,Nord,Protestant,Tres_riche
18.0,1,44,Urbain,Primaire,Nord,Catholique,Moyen
20.0,1,24,Urbain,Secondaire,Nord,Catholique,Riche
26.0,1,28,Urbain,Secondaire,Nord,Catholique,Riche
33.5,1,44,Urbain,Secondaire,Nord,Catholique,Riche
28.0,1,33,Urbain,Secondaire,Nord,Catholique,Riche
33.5,1,36,Urbain,Secondaire,Nord,Protestant,Riche
26.0,1,34,Urbain,Superieur,Nord,Protestant,Riche
15.0,0,15,Urbain,Secondaire,Nord,Catholique,Riche
17.0,1,48,Urbain,Secondaire,Nord,Protestant,Riche
16.0,0,16,Urbain,Primaire,Nord,Protestant,Riche
21.0,0,21,Urbain,Secondaire,Nord,Catholique,Riche
18.0,0,18,Urbain,Secondaire,Nord,Catholique,Riche
33.5,0,36,Urbain,Secondaire,Nord,Catholique,Tres_riche
33.5,0,37,Urbain,Aucun,Nord,Catholique,Riche
22.0,1,49,Urbain,Secondaire,Nord,Protestant,Riche
24.0,0,24,Urbain,Secondaire,Nord,Protestant,Riche
26.0,0,26,Urbain,Secondaire,Nord,Protestant,Moyen
24.0,0,24,Urbain,Primaire,Nord,Protestant,Moyen
20.0,1,39,Urbain,Primaire,Nord,Protestant,Pauvre
16.0,1,26,Urbain,Secondaire,Nord,Catholique,Pauvre
21.0,1,45,Urbain,Secondaire,Nord,Protestant,Moyen
17.0,1,47,Urbain,Secondaire,Nord,Autre_Chretien,Riche
18.0,0,18,Urbain,Primaire,Nord,Autre_Chretien,Riche
26.0,0,26,Urbain,Secondaire,Nord,Autre_Chretien,Riche
20.0,1,26,Urbain,Secondaire,Nord,Protestant,Moyen
25.0,0,25,Urbain,Secondaire,Nord,Catholique,Moyen
24.0,1,35,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
24.0,1,25,Urbain,Superieur,Est,Catholique,Tres_riche
27.0,1,39,Urbain,Superieur,Est,Catholique,Tres_riche
22.0,0,22,Urbain,Secondaire,Est,Catholique,Tres_riche
21.0,1,25,Urbain,Superieur,Est,Catholique,Tres_riche
24.0,1,34,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
26.0,1,33,Urbain,Superieur,Est,Protestant,Tres_riche
16.0,0,16,Urbain,Primaire,Est,Protestant,Tres_riche
24.0,1,40,Urbain,Primaire,Est,Catholique,Riche
23.0,1,29,Urbain,Superieur,Est,Catholique,Tres_riche
17.0,1,33,Urbain,Secondaire,Est,Catholique,Tres_riche
21.0,0,21,Urbain,Secondaire,Est,Protestant,Tres_riche
25.0,1,31,Urbain,Secondaire,Est,Catholique,Tres_riche
24.0,1,26,Urbain,Superieur,Est,Protestant,Tres_riche
21.0,1,35,Urbain,Superieur,Est,Catholique,Tres_riche
30.0,1,32,Urbain,Primaire,Est,Catholique,Tres_riche
15.0,1,16,Urbain,Secondaire,Est,Musulman,Tres_riche
18.0,0,18,Urbain,Primaire,Sud_Ouest,Musulman,Moyen
24.0,1,26,Urbain,Secondaire,Sud_Ouest,Protestant,Riche
22.0,0,22,Urbain,Primaire,Sud_Ouest,Musulman,Tres_riche
14.0,1,23,Urbain,Primaire,Sud_Ouest,Musulman,Riche
27.0,0,27,Urbain,Primaire,Sud_Ouest,Musulman,Riche
25.0,0,25,Urbain,Primaire,Sud_Ouest,Musulman,Riche
23.0,0,23,Urbain,Primaire,Sud_Ouest,Musulman,Riche
18.0,1,38,Urbain,Primaire,Sud_Ouest,Musulman,Tres_riche
17.0,0,17,Urbain,Aucun,Sud_Ouest,Musulman,Tres_riche
15.0,1,27,Urbain,Primaire,Sud_Ouest,Musulman,Tres_riche
15.0,0,15,Urbain,Secondaire,Sud_Ouest,Musulman,Tres_riche
22.0,1,30,Urbain,Secondaire,Sud_Ouest,Musulman,Riche
33.5,0,38,Urbain,Primaire,Sud_Ouest,Musulman,Riche
13.0,1,22,Urbain,Primaire,Sud_Ouest,Musulman,Moyen
25.0,1,31,Urbain,Primaire,Sud_Ouest,Musulman,Tres_riche
19.0,0,19,Urbain,Secondaire,Sud_Ouest,Musulman,Tres_riche
15.0,1,20,Urbain,Primaire,Sud_Ouest,Musulman,Riche
18.0,1,27,Urbain,Secondaire,Sud_Ouest,Musulman,Riche
23.0,1,28,Urbain,Primaire,Sud_Ouest,Musulman,Tres_riche
26.0,0,26,Urbain,Aucun,Sud_Ouest,Musulman,Tres_riche
12.0,1,47,Urbain,Primaire,Sud_Ouest,Musulman,Riche
15.0,1,22,Urbain,Primaire,Sud_Ouest,Musulman,Riche
15.0,1,17,Urbain,Secondaire,Sud_Ouest,Musulman,Riche
13.0,1,26,Urbain,Primaire,Sud_Ouest,Musulman,Moyen
16.0,1,33,Urbain,Primaire,Sud_Ouest,Musulman,Moyen
16.0,0,16,Urbain,Secondaire,Sud_Ouest,Musulman,Moyen
18.0,1,32,Urbain,Primaire,Sud_Ouest,Musulman,Riche
14.0,1,36,Rural,Aucun,Littoral,Musulman,Moyen
15.0,1,42,Rural,Aucun,Littoral,Protestant,Pauvre
22.0,1,27,Rural,Secondaire,Littoral,Protestant,Pauvre
25.0,1,33,Rural,Aucun,Littoral,Protestant,Pauvre
14.0,1,31,Rural,Aucun,Littoral,Musulman,Pauvre
15.0,0,15,Rural,Primaire,Littoral,Musulman,Pauvre
17.0,1,17,Rural,Aucun,Littoral,Musulman,Pauvre
15.0,1,39,Rural,Aucun,Littoral,Protestant,Pauvre
16.0,1,29,Rural,Aucun,Littoral,Musulman,Pauvre
13.0,1,30,Rural,Aucun,Littoral,Catholique,Tres_pauvre
15.0,0,15,Rural,Primaire,Littoral,Catholique,Tres_pauvre
15.0,1,34,Rural,Aucun,Littoral,Autre_Chretien,Pauvre
14.0,1,23,Rural,Aucun,Littoral,Musulman,Pauvre
15.0,1,35,Rural,Aucun,Littoral,Musulman,Pauvre
19.0,1,23,Rural,Aucun,Littoral,Protestant,Pauvre
17.0,1,25,Rural,Primaire,Littoral,Catholique,Pauvre
17.0,1,18,Rural,Aucun,Littoral,Protestant,Pauvre
14.0,1,35,Rural,Primaire,Littoral,Musulman,Pauvre
18.0,0,18,Rural,Aucun,Littoral,Musulman,Pauvre
15.0,0,15,Rural,Aucun,Littoral,Musulman,Pauvre
17.0,1,40,Rural,Primaire,Littoral,Protestant,Pauvre
18.0,1,43,Rural,Primaire,Littoral,Protestant,Pauvre
17.0,0,17,Rural,Secondaire,Littoral,Protestant,Pauvre
18.0,1,25,Rural,Primaire,Littoral,Protestant,Moyen
16.0,1,24,Rural,Primaire,Littoral,Protestant,Pauvre
11.0,1,45,Rural,Aucun,Littoral,Protestant,Pauvre
14.0,1,40,Rural,Aucun,Littoral,Protestant,Pauvre
24.0,1,35,Rural,Secondaire,Littoral,Protestant,Pauvre
24.0,1,28,Rural,Primaire,Littoral,Protestant,Pauvre
16.0,1,35,Rural,Aucun,Littoral,Protestant,Pauvre
15.0,1,27,Rural,Aucun,Littoral,Protestant,Pauvre
20.0,1,23,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
17.0,1,34,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
19.0,1,25,Rural,Primaire,Sud_Ouest,Catholique,Moyen
17.0,1,18,Rural,Primaire,Sud_Ouest,Catholique,Moyen
17.0,1,22,Rural,Primaire,Sud_Ouest,Protestant,Moyen
16.0,1,28,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
13.0,1,42,Rural,Primaire,Sud_Ouest,Protestant,Moyen
23.0,0,23,Rural,Superieur,Sud_Ouest,Protestant,Moyen
19.0,0,19,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
33.5,1,49,Rural,Primaire,Sud_Ouest,Catholique,Pauvre
22.0,0,22,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
18.0,0,18,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
15.0,0,15,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
23.0,0,23,Rural,Primaire,Sud_Ouest,Catholique,Moyen
25.0,0,25,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Moyen
19.0,1,22,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
15.0,0,15,Rural,Primaire,Sud_Ouest,Catholique,Moyen
23.0,1,23,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
16.0,1,17,Rural,Primaire,Sud_Ouest,Protestant,Moyen
14.0,1,30,Rural,Primaire,Sud_Ouest,Catholique,Moyen
16.0,0,16,Rural,Primaire,Sud_Ouest,Protestant,Moyen
15.0,1,16,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
21.0,0,21,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
16.0,1,33,Rural,Secondaire,Sud_Ouest,Catholique,Pauvre
15.0,0,15,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
33.5,1,42,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Pauvre
12.0,1,35,Rural,Secondaire,Sud_Ouest,Protestant,Riche
17.0,0,17,Rural,Superieur,Sud_Ouest,Protestant,Riche
16.0,0,16,Rural,Secondaire,Sud_Ouest,Protestant,Riche
29.0,1,37,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
33.5,1,47,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
20.0,0,20,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
24.0,0,24,Rural,Primaire,Sud_Ouest,Protestant,Moyen
19.0,0,19,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
14.0,1,32,Rural,Secondaire,Sud_Ouest,Protestant,Tres_riche
19.0,0,19,Rural,Secondaire,Sud_Ouest,Protestant,Tres_riche
15.0,0,15,Rural,Secondaire,Sud_Ouest,Protestant,Tres_riche
25.0,1,39,Rural,Secondaire,Sud_Ouest,Protestant,Riche
18.0,0,18,Rural,Secondaire,Sud_Ouest,Catholique,Riche
17.0,0,17,Rural,Secondaire,Sud_Ouest,Protestant,Riche
21.0,1,40,Rural,Primaire,Sud_Ouest,Protestant,Moyen
26.0,1,29,Rural,Primaire,Sud_Ouest,Protestant,Moyen
17.0,1,35,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
16.0,0,16,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
30.0,1,49,Rural,Secondaire,Sud_Ouest,Catholique,Pauvre
22.0,0,22,Rural,Secondaire,Sud_Ouest,Catholique,Pauvre
23.0,1,48,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
32.0,1,35,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
24.0,1,28,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
17.0,1,36,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
18.0,0,18,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
24.0,1,40,Rural,Primaire,Sud_Ouest,Protestant,Moyen
30.0,1,43,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
18.0,0,18,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
15.0,0,15,Rural,Primaire,Sud_Ouest,Protestant,Pauvre
19.0,1,33,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
18.0,1,29,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Pauvre
24.0,0,24,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
22.0,0,22,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
19.0,0,19,Rural,Secondaire,Sud_Ouest,Protestant,Pauvre
19.0,1,46,Urbain,Secondaire,Est,Catholique,Tres_riche
33.5,0,34,Urbain,Secondaire,Est,Catholique,Tres_riche
33.5,0,35,Urbain,Secondaire,Est,Protestant,Tres_riche
14.0,1,21,Urbain,Secondaire,Est,Protestant,Tres_riche
28.0,1,34,Urbain,Secondaire,Est,Catholique,Tres_riche
24.0,1,26,Urbain,Secondaire,Est,Catholique,Tres_riche
20.0,0,20,Urbain,Secondaire,Est,Catholique,Tres_riche
23.0,1,30,Urbain,Secondaire,Est,Catholique,Riche
15.0,0,15,Urbain,Secondaire,Est,Catholique,Riche
33.5,0,38,Urbain,Secondaire,Est,Autre_Chretien,Riche
25.0,1,46,Urbain,Secondaire,Est,Catholique,Tres_riche
32.0,0,32,Urbain,Secondaire,Est,Catholique,Tres_riche
29.0,0,29,Urbain,Superieur,Est,Catholique,Tres_riche
32.0,0,32,Urbain,Secondaire,Est,Protestant,Tres_riche
22.0,1,27,Urbain,Superieur,Est,Protestant,Tres_riche
14.0,1,45,Urbain,Primaire,Est,Catholique,Tres_riche
22.0,1,32,Urbain,Secondaire,Est,Catholique,Tres_riche
19.0,1,39,Urbain,Secondaire,Est,Catholique,Tres_riche
26.0,1,31,Urbain,Secondaire,Est,Catholique,Tres_riche
18.0,1,46,Urbain,Superieur,Est,Catholique,Tres_riche
